3 : wiRenderer Initialized  S:1679MBV: (1679,7) 
356 : Graphics Card Used: NVIDIA GeForce RTX 3060                                             S:320MB V: (1999,9)     
2009313 : entering skybank                                                                    S:0MB   V: (4861,1468)  
2009322 : finished sky bank scan                                                              S:0MB   V: (4861,1468)  
2009331 : REFRESH B-LIST ASSETS                                                               S:0MB   V: (4861,1468)  
2010435 : REFRESHING LIBRARY FOLDERS                                                          S:174MB V: (5035,1687)  
2010838 : RESCANNING G-LIST                                                                   S:-5MB  V: (5030,1687)  
2010898 : new total guns=72                                                                   S:0MB   V: (5030,1687)  
2010916 : new total decals=27                                                                 S:0MB   V: (5030,1687)  
2057417 : GGTerrain_RemoveAllFlatAreas:1                                                      S:-79MB V: (4950,1619)  
2057624 : visuals.sky$=None                                                                   S:10MB  V: (4960,1629)  
2057632 : visuals.terrain$=                                                                   S:0MB   V: (4960,1629)  
2057641 : visuals.vegetation$=                                                                S:0MB   V: (4960,1629)  
2057651 : _mapfile_loadproject_fpm: mapbank\Aegis Reach - Relayfall.fpm C:\Program Files (x86)\Steam\steamapps\common\GameGuru MAX\Files S:8MB   V: (4969,1629)  
2057660 : LOADMAP: mapfile_emptylightmapandttsfilesfolder_wicked                              S:0MB   V: (4969,1629)  
2057675 : LOADMAP: read FPM block                                                             S:0MB   V: (4969,1629)  
2057745 : LOADMAP: load in visuals                                                            S:27MB  V: (4996,1629)  
2057758 : LOADMAP: apply visuals                                                              S:0MB   V: (4996,1629)  
2057770 : NEWMAP: Starting new map                                                            S:0MB   V: (4996,1629)  
2057920 : visuals.sky$=None                                                                   S:0MB   V: (4996,1629)  
2057930 : visuals.terrain$=                                                                   S:0MB   V: (4996,1629)  
2057937 : visuals.vegetation$=                                                                S:0MB   V: (4996,1629)  
2057948 : NEWMAP: _gridedit_clear_settings                                                    S:8MB   V: (5005,1629)  
2057955 : NEWMAP: mapfile_emptylightmapandttsfilesfolder_wicked                               S:0MB   V: (5005,1629)  
2058031 : NEWMAP: mapfile_emptyebesfromtestmapfolder                                          S:0MB   V: (5005,1629)  
2058038 : NEWMAP: gridedit_emptyallcustomfiles                                                S:0MB   V: (5005,1629)  
2058045 : NEWMAP: gridedit_emptyrogueoldfiles                                                 S:0MB   V: (5005,1629)  
2058054 : map.ele                                                                             S:0MB   V: (5005,1629)  
2058087 : NEWMAP: _gridedit_clear_map                                                         S:16MB  V: (5021,1629)  
2058102 : _gun_releaseresources                                                               S:0MB   V: (5021,1629)  
2058504 : NEWMAP: _waypoint_deleteall                                                         S:0MB   V: (5021,1629)  
2058512 : NEWMAP: _gridedit_updatemapbeforeedit                                               S:0MB   V: (5021,1629)  
2058521 : total extra PFBs=1                                                                  S:0MB   V: (5021,1629)  
2058528 : NEWMAP: _editor_filemapdefaultinitfornew                                            S:0MB   V: (5021,1629)  
2058535 : NEWMAP: _terrain_createactualterrain                                                S:0MB   V: (5021,1629)  
2058544 : NEWMAP: Save newly flattened terrain                                                S:0MB   V: (5021,1629)  
2058551 : NEWMAP: Save terrain data                                                           S:0MB   V: (5021,1629)  
2058558 : NEWMAP: Save terrain mask data                                                      S:0MB   V: (5021,1629)  
2058567 : NEWMAP: Finish t.terrain generation                                                 S:0MB   V: (5021,1629)  
2058574 : NEWMAP: Finish creating new map                                                     S:0MB   V: (5021,1629)  
2058583 : Setup objects: 0                                                                    S:0MB   V: (5021,1629)  
2058590 : End Setup objects:                                                                  S:0MB   V: (5021,1629)  
2058600 : Instanced objects: 0                                                                S:0MB   V: (5021,1629)  
2062729 : PREVIEWMAP: Save config                                                             S:157MB V: (5178,2156)  
2062739 : entering skybank                                                                    S:0MB   V: (5178,2156)  
2062752 : checking skybank files                                                              S:0MB   V: (5178,2156)  
2062762 : clear                                                                               S:0MB   V: (5178,2156)  
2062777 : cloudy                                                                              S:0MB   V: (5177,2156)  
2062789 : highcloud                                                                           S:0MB   V: (5177,2156)  
2062804 : night                                                                               S:0MB   V: (5177,2156)  
2062815 : overcast                                                                            S:0MB   V: (5177,2156)  
2062826 : stormy                                                                              S:0MB   V: (5177,2157)  
2062836 : sunny                                                                               S:0MB   V: (5177,2157)  
2062846 : sunrise                                                                             S:0MB   V: (5177,2157)  
2062857 : sunset                                                                              S:0MB   V: (5177,2157)  
2062869 : entering skybank                                                                    S:0MB   V: (5177,2157)  
2062876 : finished sky bank scan                                                              S:0MB   V: (5177,2157)  
2062885 : _game_oneoff_nongraphics                                                            S:0MB   V: (5177,2158)  
2062946 : new total guns=72                                                                   S:-2MB  V: (5174,2158)  
2062984 : _game_setresolution                                                                 S:224MB V: (5399,2342)  
2062994 : _titles_init                                                                        S:0MB   V: (5399,2338)  
2063002 : _titles_titlepage                                                                   S:0MB   V: (5399,2284)  
2063064 : new total guns=72                                                                   S:-101MBV: (5297,2194)  
2063072 : _titles_loadingpageupdate                                                           S:0MB   V: (5297,2194)  
2063081 : _game_loadinentitiesdatainlevel                                                     S:0MB   V: (5297,2194)  
2063089 : _material_loadsounds (18)                                                           S:0MB   V: (5297,2194)  
2063097 : LOADING MATERIAL SOUND 1                                                            S:0MB   V: (5297,2194)  
2063212 : LOADING MATERIAL SOUND 2                                                            S:0MB   V: (5298,2194)  
2063339 : LOADING MATERIAL SOUND 3                                                            S:0MB   V: (5298,2194)  
2063460 : LOADING MATERIAL SOUND 4                                                            S:0MB   V: (5299,2194)  
2063584 : LOADING MATERIAL SOUND 5                                                            S:0MB   V: (5299,2194)  
2063592 : LOADING MATERIAL SOUND 6                                                            S:0MB   V: (5299,2194)  
2063601 : LOADING MATERIAL SOUND 7                                                            S:0MB   V: (5299,2194)  
2063683 : LOADING MATERIAL SOUND 8                                                            S:0MB   V: (5299,2194)  
2063691 : LOADING MATERIAL SOUND 9                                                            S:0MB   V: (5299,2194)  
2063699 : LOADING MATERIAL SOUND 10                                                           S:0MB   V: (5299,2194)  
2063707 : LOADING MATERIAL SOUND 11                                                           S:0MB   V: (5299,2194)  
2063836 : LOADING MATERIAL SOUND 12                                                           S:0MB   V: (5299,2194)  
2063962 : LOADING MATERIAL SOUND 13                                                           S:0MB   V: (5300,2194)  
2063970 : LOADING MATERIAL SOUND 14                                                           S:0MB   V: (5300,2194)  
2064094 : LOADING MATERIAL SOUND 15                                                           S:0MB   V: (5300,2194)  
2064102 : LOADING MATERIAL SOUND 16                                                           S:0MB   V: (5300,2194)  
2064111 : LOADING MATERIAL SOUND 17                                                           S:0MB   V: (5300,2194)  
2064118 : LOADING MATERIAL SOUND 18                                                           S:0MB   V: (5300,2194)  
2064235 : LOADING MATERIAL SOUND 19                                                           S:4MB   V: (5305,2194)  
2064370 : _game_loadinleveldata                                                               S:1MB   V: (5306,2194)  
2064383 : _game_preparelevel:                                                                 S:0MB   V: (5306,2195)  
2064461 : LOADING HUD GRAPHICS                                                                S:0MB   V: (5307,2205)  
2064469 : LOADING SKY                                                                         S:0MB   V: (5307,2205)  
2064477 : Initialise sky textures                                                             S:0MB   V: (5307,2205)  
2064484 : Load sky cube:skybank\None\None_cube.dds                                            S:0MB   V: (5307,2205)  
2064491 : delete any old sky                                                                  S:0MB   V: (5307,2205)  
2064499 : update probes for the sky                                                           S:0MB   V: (5307,2205)  
2064505 : None                                                                                S:0MB   V: (5307,2205)  
2064514 : LOADING HUD LAYERS                                                                  S:0MB   V: (5307,2205)  
2064521 : LOADING WATER SYSTEM                                                                S:0MB   V: (5307,2205)  
2064529 : LOADING A.I SYSTEM                                                                  S:0MB   V: (5307,2205)  
2064538 : PREPARING A.I SYSTEM                                                                S:0MB   V: (5307,2205)  
2064547 : RESETTING WAYPOINTS A.I                                                             S:0MB   V: (5307,2205)  
2064554 : CREATING ENTITY A.I                                                                 S:0MB   V: (5307,2205)  
2064562 : Configure entity instances for use                                                  S:0MB   V: (5307,2205)  
2064570 : Configure entity attachments and AI obstacles                                       S:0MB   V: (5307,2205)  
2064578 : LOADING NEW WEAPONS                                                                 S:0MB   V: (5307,2205)  
2064589 : SETTING UP CHARACTERS                                                               S:0MB   V: (5307,2205)  
2064598 : CREATING A.I OBSTACLES                                                              S:0MB   V: (5307,2205)  
2064605 : PREPARING DYNAMIC LIGHTS                                                            S:0MB   V: (5307,2205)  
2064615 : LOADING DECAL EFFECTS                                                               S:0MB   V: (5307,2205)  
2065175 : Loaded scriptbank\global.lua                                                        S:173MB V: (5480,2287)  
2065183 : GENERATING LIP SYNC DATA                                                            S:0MB   V: (5480,2287)  
2065224 : GENERATING TERRAIN SUPER TEXTURE                                                    S:304MB V: (5785,2301)  
2065231 : INITIALIZING POSTPROCESS                                                            S:0MB   V: (5785,2301)  
2065239 : check if VR required with codes 0 and 0                                             S:0MB   V: (5785,2301)  
2065248 : postprocessing initialized                                                          S:0MB   V: (5785,2301)  
2065256 : INITIALIZING PHYSICS                                                                S:0MB   V: (5785,2301)  
2065274 : _physics_createterraincollision                                                     S:5MB   V: (5791,2301)  
2065282 : detect and define play area                                                         S:0MB   V: (5791,2301)  
2065295 : Introduce all characters                                                            S:0MB   V: (5791,2302)  
2065302 : Activate Occlusion System                                                           S:0MB   V: (5791,2302)  
2065311 : Entity Initiations                                                                  S:0MB   V: (5791,2302)  
2065584 : Fill Veg Areas                                                                      S:0MB   V: (5791,2302)  
2065592 : draw call optimizer.                                                                S:0MB   V: (5791,2302)  
2065601 : Attempt to create nav mesh                                                          S:0MB   V: (5791,2302)  
2065846 : Generating raw nav mesh vertices for build                                          S:4MB   V: (5796,2306)  
2065965 : Delete temporary nav mesh super object                                              S:-25MB V: (5770,2314)  
2065973 : Using recast to build the nav mesh                                                  S:-1MB  V: (5769,2314)  
2066028 : STARTING GAME                                                                       S:0MB   V: (5770,2314)  
2066035 : immediate title settings applied                                                    S:0MB   V: (5770,2314)  
2066043 : main game loop begins                                                               S:0MB   V: (5770,2314)  
2072854 : resuming game loop with flag 0                                                      S:-208MBV: (5561,2226)  
2072882 : finalising LUA system before reset                                                  S:-8MB  V: (5553,2226)  
2072905 : resetting LUA system                                                                S:0MB   V: (5553,2226)  
2072921 : end of level stage                                                                  S:-5MB  V: (5547,2226)  
2072947 : initbitmapfont - startlegacy image loading                                          S:-5MB  V: (5542,2226)  
2072955 : initbitmapfont - deleting old images                                                S:0MB   V: (5542,2226)  
2072964 : initbitmapfont - first font load                                                    S:0MB   V: (5542,2226)  
2072990 : initbitmapfont - first font shrink                                                  S:0MB   V: (5542,2227)  
2073002 : initbitmapfont - remaining font loads                                               S:0MB   V: (5542,2227)  
2073101 : shrinkbitmapfont - new medium small size text                                       S:6MB   V: (5549,2234)  
2073109 : initbitmapfont - finish legacy loading                                              S:0MB   V: (5549,2234)  
2287321 : WM_CLOSE                                                                            S:-479MBV: (5070,1387)  
2287533 : saving collection - items.tsv                                                       S:0MB   V: (5070,1387)  
2287544 : DONE saving collection - items.tsv                                                  S:0MB   V: (5070,1387)  
2287552 : saving collection - quests.tsv                                                      S:0MB   V: (5070,1387)  
2287560 : DONE saving collection - quests.tsv                                                 S:0MB   V: (5070,1387)  
2287582 : Clearing 18 TXP cache files                                                         S:8MB   V: (5078,1387)  
2287594 : Clearing complete.                                                                  S:0MB   V: (5078,1387)  
